Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,OCEAN CONTRACT CLEANING LTD,17/09/2013,3321.46,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,17/09/2013,234.25,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WATERCLEAN SERVICES LTD,17/09/2013,320,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,17/09/2013,335.13,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,17/09/2013,300,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,17/09/2013,332.14,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PROVAC CLEANING SUPPLIES LTD,12/09/2013,143.25,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Protec Fire Detection PLC,02/09/2013,483,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,363,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SHROPSHIRE HEATING SERVICES LTD,02/09/2013,189,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,02/09/2013,400,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,25/09/2013,215.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,114.8,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,25/09/2013,203.6,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,25/09/2013,512.46,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PROVAC CLEANING SUPPLIES LTD,12/09/2013,250.46,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,17/09/2013,148.55,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,12/09/2013,347.4,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,12/09/2013,115.43,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,12/09/2013,386.4,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,12/09/2013,119.93,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,12/09/2013,547.4,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,12/09/2013,167.48,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,12/09/2013,624.39,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,12/09/2013,218.17,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,12/09/2013,155.94,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,PHS GROUP LTD,12/09/2013,126,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,12/09/2013,259.44,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,12/09/2013,390,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,12/09/2013,345,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,13/09/2013,416.26,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,18/09/2013,1257.5,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SHROPSHIRE HEATING SERVICES LTD,18/09/2013,783.26,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,09/09/2013,445.71,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,KRYSTAL HYGIENE LIMITED,24/09/2013,135.48,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,24/09/2013,186.06,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),24/09/2013,1501.06,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,PHS GROUP LTD,24/09/2013,148,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,24/09/2013,925.95,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,24/09/2013,786.39,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,24/09/2013,586.17,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,24/09/2013,215.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,24/09/2013,260,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,10/09/2013,118.84,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,25/09/2013,116.42,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,17/09/2013,213.07,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,17/09/2013,677.25,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,17/09/2013,798.58,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Hygiene Services,PHS GROUP LTD,17/09/2013,172.53,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,687.2,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,352.5,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,685.3,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,170.32,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,12734.92,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,962.79,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,352.5,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,498.65,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,8248.71,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,5078.46,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1044.73,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,600.06,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,126.07,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,656.56,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,183.3,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,673.56,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,328.75,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,332.07,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,351.27,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,566.32,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,254.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,227.76,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,2401.8,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,194.47,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,673.89,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,567.03,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,283.29,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,269.2,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,426.19,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,159.21,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,1780.34,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,152.4,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,131.58,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,372.77,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,870.28,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,497.14,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,609.64,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),25/09/2013,688.2,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,131.58,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,577.23,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,134.83,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,131.58,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,104.95,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,785.69,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,7809.8,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,7933.85,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,7602.16,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,9916.47,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,9689.6,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1662.84,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,2490.23,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,749.05,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-168.05,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-158.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-2222.74,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-2091.91,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-2265.25,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-171.26,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,27/09/2013,-150,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Automated Building Controls Limited,27/09/2013,1137,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Automated Building Controls Limited,27/09/2013,1137,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,27/09/2013,215.73,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,27/09/2013,764.53,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,27/09/2013,499.3,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,27/09/2013,272.72,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,KOHLER MIRA LIMITED,27/09/2013,509,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,27/09/2013,256.23,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,27/09/2013,101.85,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,27/09/2013,189.15,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,27/09/2013,240,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Non Domestic Rates,CYNGOR GWYNEDD COUNCIL,02/09/2013,1601,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,12/09/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,12/09/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,09/09/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,G4S SECURE SOLUTIONS (UK),24/09/2013,497.9,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,24/09/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,DTZ CLIENT ACC RE:COMMON RECEIPTS NAT,24/09/2013,4500,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Chemicals/Cleaning Products,PROVAC CLEANING SUPPLIES LTD,10/09/2013,350.12,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Service Contracts,SRCL LTD,27/09/2013,798.67,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,18/09/2013,482,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,SENATOR INTERNATIONAL,18/09/2013,2042.52,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,SENATOR INTERNATIONAL,18/09/2013,1847.52,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,18/09/2013,671,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,AQUILA BUSINESS PRODUCTS LTD,18/09/2013,935,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,AQUILA BUSINESS PRODUCTS LTD,18/09/2013,873.5,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,AQUILA BUSINESS PRODUCTS LTD,18/09/2013,895,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,THYSSENKRUPP ELEVATOR (UK) LIMITED,25/09/2013,1448.5,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,THYSSENKRUPP ELEVATOR (UK) LIMITED,25/09/2013,3438,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,THYSSENKRUPP ELEVATOR (UK) LIMITED,25/09/2013,1724,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,THYSSENKRUPP ELEVATOR (UK) LIMITED,25/09/2013,1974,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,THYSSENKRUPP ELEVATOR (UK) LIMITED,25/09/2013,12859.7,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,26/09/2013,7154.02,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,GREEN SKIPS LTD,26/09/2013,220,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,02/09/2013,167.25,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,02/09/2013,213.6,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,JORDAN LEWIS ASSOCIATES LTD,02/09/2013,210,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,NYKE ENERGY SERVICES LIMITED,18/09/2013,405.75,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,25/09/2013,220,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,02/09/2013,495,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,02/09/2013,428.73,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,REDACTED PERSONAL INFORMATION,13/09/2013,8900,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,REDACTED PERSONAL INFORMATION,13/09/2013,4000,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,Falcon Electrical Services,13/09/2013,8900,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,Falcon Electrical Services,13/09/2013,4000,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,TELFORD BUILDING CONTRACTORS,23/09/2013,27185.61,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,CHIPMUNKS NURSERY,23/09/2013,3156.56,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,LONGFORD PLAYGROUP 0247030,23/09/2013,2739.48,
"Development, Business & Housing",Property & Design,WFAM,Capital Expenditure,Payments to Contractor,RCS ROOFING CONSTRUCTION SERVICES LTD,11/09/2013,10085.75,
"Development, Business & Housing",Property & Design,WFAM,Capital Expenditure,Payments to Contractor,RCS ROOFING CONSTRUCTION SERVICES LTD,02/09/2013,7360,
"Development, Business & Housing",Property & Design,WFAT,Capital Expenditure,Payments to Contractor,PREMIER CARPETS & FLOORING LTD,18/09/2013,3613,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,6588,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,4392,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,4770,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,3806.76,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,1631,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,3180,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,3000,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2013,2000,
"Development, Business & Housing",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,Somercourt Ltd,12/09/2013,350,
"Development, Business & Housing",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,JENX LIMITED,16/09/2013,422,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,MITIE PROPERTY SERVICES (UK) LTD,25/09/2013,2436.67,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,27/09/2013,240,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,MITIE PROPERTY SERVICES (UK) LTD,17/09/2013,274.4,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,B.B. Games Limited,12/09/2013,435.9,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,18/09/2013,274,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,MITIE PROPERTY SERVICES (UK) LTD,13/09/2013,2433.52,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,WELLINGTON INSULATION CO. LTD,16/09/2013,5560,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DAVID ROGERS ELECTRICAL CONTRACTORS LTD,25/09/2013,8801.45,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,25/09/2013,400,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,MITIE PROPERTY SERVICES (UK) LTD,25/09/2013,4242.13,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,MITIE PROPERTY SERVICES (UK) LTD,25/09/2013,1450.48,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,MITIE PROPERTY SERVICES (UK) LTD,25/09/2013,4995.57,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,ROY HANKINSON LTD,11/09/2013,5925,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,ROY HANKINSON LTD,11/09/2013,3340,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,ERIC NEVILLE CATERING SUPPLIES LTD,26/09/2013,8811,
"Development, Business & Housing",Property & Design,WINE,Capital Expenditure,Payments to Contractor,TELFORD BUILDING CONTRACTORS,11/09/2013,26022.51,
"Development, Business & Housing",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,WELLINGTON INSULATION CO. LTD,13/09/2013,900,
"Development, Business & Housing",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,4560,
"Development, Business & Housing",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,3040,
"Development, Business & Housing",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2013,9269,
"Development, Business & Housing",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2013,17167,
"Development, Business & Housing",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2013,1344,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,ABSOLUTE ECOLOGY,13/09/2013,1951.8,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,Baart Harries Newall,11/09/2013,22975,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,VENESTA WASHROOM SYSTEMS LTD,11/09/2013,24436.96,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,BOW CONSTRUCTION LTD,30/09/2013,76261.25,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,9431,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,3900,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,11/09/2013,4725,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,11/09/2013,15275,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,14644,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,9762,
