Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,18757,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/09/2013,12506,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2013,3450,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,NOBRIDGE LTD,11/09/2013,11000,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,30/09/2013,30000,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,30/09/2013,20000,
"Development, Business & Housing",Property & Design,WPIR,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,23/09/2013,2728.7,
"Development, Business & Housing",Property & Design,WPIR,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,25/09/2013,1680,
"Development, Business & Housing",Property & Design,WPJF,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,17/09/2013,63260.68,
"Development, Business & Housing",Property & Design,WPJF,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,17/09/2013,27111.72,
"Development, Business & Housing",Property & Design,WPLL,Capital Expenditure,Payments to Contractor,TELFORD BUILDING CONTRACTORS,17/09/2013,7718.95,
"Development, Business & Housing",Property & Design,WPMB,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,25/09/2013,11000,
"Development, Business & Housing",Property & Design,WPMB,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,11/09/2013,11000,
"Development, Business & Housing",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,13/09/2013,450,
"Development, Business & Housing",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,GRA-BERN,24/09/2013,48946.52,
"Development, Business & Housing",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,TRUST HYGIENE SERVICES,11/09/2013,1500,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,THOMAS CONSULTING,13/09/2013,670.83,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,RCS ROOFING CONSTRUCTION SERVICES LTD,11/09/2013,3950,
"Development, Business & Housing",Property & Design,WPND,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,02/09/2013,165,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2013,4000,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2013,2000,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2013,7175,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2013,3400,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2013,480,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/09/2013,1620,
"Development, Business & Housing",Property & Design,WPQU,Capital Expenditure,Payments to Contractor,ERIC NEVILLE CATERING SUPPLIES LTD,27/09/2013,8029,
"Development, Business & Housing",Property & Design,WPSG,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,27/09/2013,11375,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,NOBRIDGE LTD,23/09/2013,380,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,25/09/2013,495,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,25/09/2013,495,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,02/09/2013,495,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,02/09/2013,495,
"Development, Business & Housing",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,02/09/2013,495,
"Development, Business & Housing",Property & Design,WPWB,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,13/09/2013,2063.5,
"Development, Business & Housing",Property & Design,WPWB,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,02/09/2013,7554.62,
"Development, Business & Housing",Property & Design,WPWL,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,30/09/2013,77063.62,
"Development, Business & Housing",Property Investment,WCJB,Capital Expenditure,Payments to Contractor,SHROPSHIRE WILDLIFE SURVEYS,04/09/2013,823.33,
"Development, Business & Housing",Property Investment,WCJB,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,30/09/2013,47369.65,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/09/2013,6025.04,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/09/2013,20007.12,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/09/2013,16500,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,HOMES & COMMUNITIES AGENCY,10/09/2013,750,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,Hinton Properties,30/09/2013,50000,
"Development, Business & Housing",Property Investment,WCSP,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,30/09/2013,90000,
"Development, Business & Housing",Property Investment,WGNE,Capital Expenditure,External Professional Fees,RPS DESIGN LTD,04/09/2013,355.62,
"Development, Business & Housing",Property Investment,WGNE,Capital Expenditure,New construction conversion & renovation,RODGERS LEASK ENVIRONMENTAL LTD,04/09/2013,1555,
"Development, Business & Housing",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,RODGERS LEASK ENVIRONMENTAL LTD,30/09/2013,2105,
"Development, Business & Housing",Regeneration & Investment,CEAB,Supplies & Services,Other Expenses,JACOBS UK LIMITED,02/09/2013,5500,
"Development, Business & Housing",Regeneration & Investment,CEAC,Premises-Related Expenditure,Gas,TOTAL GAS & POWER LIMITED,12/09/2013,1401,
"Development, Business & Housing",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,12/09/2013,310.08,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,Dilapidations,JONES & HAMPTON LTD,03/09/2013,727.85,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/09/2013,1060.8,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,Contract Cleaning,PHS GROUP LTD,12/09/2013,342.3,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,BRITISH GAS SERVICES (COMMERCIAL) LTD,12/09/2013,1154.54,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,25/09/2013,322.85,
"Development, Business & Housing",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,11/09/2013,6210,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,03/09/2013,273.3,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,25/09/2013,105,
"Development, Business & Housing",Regeneration & Investment,CEAE,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,25/09/2013,1865.43,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,03/09/2013,109.36,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,12/09/2013,157.89,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),12/09/2013,151.2,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,12/09/2013,414.39,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,JOHNSON FELLOWS,18/09/2013,800,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/09/2013,3599.17,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Grounds Maintenance - L&CS,JONES & HAMPTON LTD,19/09/2013,195.5,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/09/2013,930,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Dilapidations,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,19/09/2013,3843,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,19/09/2013,109.98,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,24/09/2013,348.06,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,11/09/2013,164.81,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,560.12,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),27/09/2013,100.84,
"Development, Business & Housing",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,NPOWER LIMITED,27/09/2013,367,
"Development, Business & Housing",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,COMBINED PROPERTY CONTROL,24/09/2013,110150.73,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,CHUBB FIRE & SECURITY LTD,17/09/2013,193.48,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,HCL SAFETY LTD,17/09/2013,215,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,02/09/2013,356.37,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,JORDAN LEWIS ASSOCIATES LTD,02/09/2013,105,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,H & G ASH ROADMARKINGS LTD,02/09/2013,240,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,12/09/2013,179.5,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,12/09/2013,207.5,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,E.ON,12/09/2013,326.21,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BUSY BEE CLEANING,12/09/2013,230,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,12/09/2013,234.5,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,ADT FIRE & SECURITY PLC,12/09/2013,250,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,12/09/2013,412,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Lift Maintenance,ARJOHUNTLEIGH UK,18/09/2013,378,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,18/09/2013,258.6,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,13/09/2013,945,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,VEOLIA ES (UK) LTD,20/09/2013,119.55,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,NPOWER LIMITED,16/09/2013,1972.57,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,R M F LANDSCAPING LTD,16/09/2013,392.62,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,MITIE LANDSCAPES LTD,09/09/2013,172.34,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,PHS GROUP LTD,09/09/2013,240.34,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,VANGUARD ALARMS LIMITED,09/09/2013,249,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,284.6,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,307.04,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,138.36,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,492.44,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,264.72,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,194.38,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,2192.73,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),25/09/2013,-1518.94,
"Development, Business & Housing",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,27/09/2013,203,
