Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,14/05/2013,-203.7,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,West Mercia Energy (WME),23/05/2013,-221.97,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,West Mercia Energy (WME),23/05/2013,-812.61,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,West Mercia Energy (WME),23/05/2013,-1031.56,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,West Mercia Energy (WME),23/05/2013,-3776.22,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M Buy Back Premium,ADT FIRE & SECURITY PLC,16/05/2013,816.18,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,03/05/2013,3661.55,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ENVIROTECK,23/05/2013,918.75,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,14/05/2013,695.63,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,08/05/2013,531.4,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,03/05/2013,500,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,486,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,16/05/2013,447.79,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,J.A.K. WATER SYSTEMS LTD,03/05/2013,350,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,309.5,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,252,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,252,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,252,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,252,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,03/05/2013,252,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,30/05/2013,247.52,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,G & S SMIRTHWAITE LTD,03/05/2013,220,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,AQUALOGIC (WC) LTD,14/05/2013,194,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ADT FIRE & SECURITY PLC,03/05/2013,184,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,HORTON AUTOMATICS LTD,14/05/2013,170,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,14/05/2013,105,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,01/05/2013,168.61,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,22/05/2013,3216.21,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,08/05/2013,1437.25,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,22/05/2013,850.93,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,23/05/2013,636.56,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,14/05/2013,362.08,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,16/05/2013,291.84,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,03/05/2013,250.08,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,03/05/2013,172.83,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,16/05/2013,131.85,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,TELFORD SHOPPING CENTRE UNIT TRUST,16/05/2013,3750,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,03/05/2013,626.35,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,30/05/2013,612.85,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,25/05/2013,490.88,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,03/05/2013,346.52,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,30/05/2013,346.52,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,16/05/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,16/05/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,14/05/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,07/05/2013,255,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,08/05/2013,255,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Computer Hardware,Automated Building Controls Limited,21/05/2013,594,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Computer Hardware,Automated Building Controls Limited,21/05/2013,358.02,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Computer Hardware,Automated Building Controls Limited,21/05/2013,356.5,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,5060.14,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,2137.04,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,07/05/2013,1714.19,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,1548.21,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,23/05/2013,1447.88,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,1418.28,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,02/05/2013,1404,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,1346.43,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,07/05/2013,1295.29,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,07/05/2013,1266.41,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,1224.88,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,1221.17,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,16/05/2013,1041.4,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,934.44,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,23/05/2013,702.21,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,678.35,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,02/05/2013,586.06,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,551.66,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,526.99,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,511.59,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,403.24,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,02/05/2013,392,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/05/2013,378.83,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,23/05/2013,225,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,08/05/2013,-586.06,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,22/05/2013,23496.72,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/05/2013,2416.28,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,17/05/2013,1008,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/05/2013,750,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,17/05/2013,750,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,03/05/2013,590,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,CHUBB FIRE & SECURITY LTD,17/05/2013,506.15,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,17/05/2013,500,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,17/05/2013,425,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,17/05/2013,357.5,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,SDT ELECTRICAL LTD,17/05/2013,138,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,COOL SERVICES LTD,24/05/2013,5121,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,JOHNSON CONTROLS LTD,22/05/2013,3440.29,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,JOHNSON CONTROLS LTD,22/05/2013,1312,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,JOHNSON CONTROLS LTD,22/05/2013,1290.72,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,JOHNSON CONTROLS LTD,22/05/2013,1088,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,JOHNSON CONTROLS LTD,22/05/2013,862.5,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,JOHNSON CONTROLS LTD,22/05/2013,684.5,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,30/05/2013,585,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,17/05/2013,1575,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,28/05/2013,893,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,17/05/2013,495,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,17/05/2013,495,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,17/05/2013,495,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,CYRIL ORDCHARD MANAGEMENT LTD,17/05/2013,385,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,17/05/2013,350,
"Development, Business & Housing",Property & Design,WGCJ,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,28/05/2013,9451.92,
"Development, Business & Housing",Property & Design,WINE,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/05/2013,4500,
"Development, Business & Housing",Property & Design,WINE,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/05/2013,3000,
"Development, Business & Housing",Property & Design,WINE,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/05/2013,2268,
"Development, Business & Housing",Property & Design,WINE,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/05/2013,1877,
"Development, Business & Housing",Property & Design,WPAW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/05/2013,134.09,
"Development, Business & Housing",Property & Design,WPHL,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,17/05/2013,3105.74,
"Development, Business & Housing",Property & Design,WPHL,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,17/05/2013,2070.49,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/05/2013,6400,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/05/2013,6105.21,
"Development, Business & Housing",Property & Design,WPHW,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/05/2013,5500,
